TIME,FLUX,FLUX_ERR,CADENCENO,MOM_CENTR1,MOM_CENTR2,QUALITY
1354.1685212519583,24664.352,18.866749,91234,664.0736318292334,338.9533673427077,0
1354.1699101137574,24626.73,18.858599,91235,664.074863074033,338.95391777217776,0
1354.1712989755565,24567.402,18.845001,91236,664.0851733478382,338.9598097275202,0
1354.1726878374138,24631.396,18.857113,91237,664.0700693790927,338.94887032174853,0
1354.1740766992116,24620.61,18.849585,91238,664.077786207665,338.9544667351914,0
1354.175465561068,24605.0,18.844799,91239,664.0781772214494,338.95537015392955,0
1354.1768544229253,24600.7,18.853205,91240,664.0800393723187,338.9534709710674,0
1354.1782432847822,24595.557,18.8466,91241,664.0751504963326,338.953220283346,0
1354.1796321466395,24593.828,18.850018,91242,664.0777319603047,338.95420963254264,0
1354.1810210085541,24626.402,18.854494,91243,664.0776519487073,338.9517588420366,0
1354.182409870411,24628.715,18.85726,91244,664.073294871756,338.9538880112008,0
1354.1837987323265,24634.814,18.852745,91245,664.0748590015183,338.9536736643027,0
1354.185187594183,24620.45,18.859552,91246,664.0741554223072,338.9570344049301,0
1354.186576456098,24621.586,18.853148,91247,664.0809486640544,338.95180252592866,0
1354.1879653180126,24627.557,18.860052,91248,664.0797365518988,338.9563926462857,0
1354.1893541799864,24609.873,18.853508,91249,664.0730863416153,338.95158316470537,0
1354.190743041902,24595.102,18.849466,91250,664.0746204909034,338.95390449815835,0
1354.192131903817,24616.943,18.86078,91251,664.0816352790372,338.95287556449523,0
1354.1935207657903,24626.602,18.852886,91252,664.071437469529,338.9530004237948,0
1354.194909627763,24628.252,18.851517,91253,664.0820862489325,338.956178184031,0
1354.1962984897364,24615.627,18.851255,91254,664.0763652439476,338.951256532629,0
1354.19768735171,24634.566,18.862103,91255,664.0767396714875,338.95367518256506,0
1354.199076213683,24611.816,18.850046,91256,664.0771826298792,338.9523871288859,0
1354.2004650756562,24626.852,18.859465,91257,664.0773378937316,338.95461690392085,0
1354.2018539376882,24635.156,18.857895,91258,664.0765017302843,338.9570182807368,0
1354.2032427997192,24619.025,18.861498,91259,664.0759680851896,338.95186291335875,0
1354.204631661693,24642.516,18.854929,91260,664.0787787754301,338.95486928747096,0
1354.2060205237244,24650.705,18.859367,91261,664.081482567306,338.9540062919339,0
1354.2074093857555,24594.271,18.853052,91262,664.0714403794948,338.9522481641527,0
1354.2087982477874,24618.916,18.855654,91263,664.078820072835,338.9526390055097,0
1354.210187109877,24594.309,18.84625,91264,664.0697784861857,338.95168144981943,0
1354.2115759719081,24614.926,18.850933,91265,664.0841392880861,338.95135336286677,0
1354.2129648339978,24618.021,18.851711,91266,664.0720001923861,338.95212846681216,0
1354.214353696087,24615.297,18.860376,91267,664.0798281854934,338.9538522442753,0
1354.2157425581772,24641.223,18.861635,91268,664.0762293897778,338.9534338360378,0
1354.2171314202674,24623.277,18.864504,91269,664.0823620932919,338.9537553295273,0
1354.218520282357,24625.264,18.853895,91270,664.0687694039567,338.949928865973,0
1354.2199091444463,24634.084,18.857494,91271,664.0760312567437,338.9509714797296,0
1354.2212980065942,24598.717,18.84576,91272,664.0755627172285,338.9583744381722,0
1354.2226868686844,24641.428,18.853613,91273,664.0790999814626,338.945840175715,0
1354.224075730832,24614.752,18.855982,91274,664.0780357344144,338.95448717437125,0
